District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,lookback_temp_mean,lookback_precip_sum
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4472.0,4526.0,4512.0,2018-01-22,25.917777777777776,468.5
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4472.0,4629.0,4551.0,2018-04-18,28.322222222222223,145.0
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4479.0,4521.0,4500.0,2018-03-06,26.751111111111115,65.3
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4489.0,4589.0,4543.0,2018-01-17,26.065555555555555,477.2
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4509.0,4679.0,4594.0,2018-04-17,28.27777777777778,144.7
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4519.0,4667.0,4619.0,2018-02-27,26.428888888888892,191.3
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4539.0,4721.0,4630.0,2018-02-22,26.28666666666667,221.4
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4539.0,4919.0,4729.0,2018-03-28,27.488888888888887,89.6
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4569.0,4569.0,4569.0,2018-12-20,25.674444444444447,956.7
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4569.0,4706.0,4638.0,2018-12-31,25.292222222222225,899.8
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4589.0,4673.0,4651.0,2018-01-25,25.944444444444443,411.09999999999997
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4592.0,4789.0,4691.0,2018-04-12,28.182222222222222,105.7
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4603.0,4603.0,4603.0,2018-12-28,25.371111111111112,933.9
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4619.0,4909.0,4764.0,2018-04-04,27.871111111111112,85.9
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4651.0,4689.0,4670.0,2018-03-20,27.076666666666668,93.30000000000001
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4651.0,4769.0,4710.0,2018-03-22,27.189999999999998,88.7
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4659.0,4731.0,4697.0,2018-02-14,26.224444444444448,281.90000000000003
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4669.0,4763.0,4715.0,2018-12-24,25.463333333333335,981.5
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4672.0,4831.0,4752.0,2018-04-09,28.113333333333337,91.3
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4689.0,4689.0,4689.0,2018-12-04,26.51555555555555,955.0999999999999
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4689.0,4722.0,4706.0,2018-02-23,26.287777777777773,217.4
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4689.0,4896.0,4841.0,2018-01-29,25.99,372.09999999999997
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4709.0,4819.0,4761.0,2018-02-21,26.285555555555558,223.4
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4712.0,4892.0,4800.0,2018-02-19,26.270000000000003,225.8
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4720.0,4925.0,4822.0,2018-02-16,26.234444444444442,275.40000000000003
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4727.0,4819.0,4773.0,2018-02-15,26.229999999999997,277.5
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4739.0,4819.0,4779.0,2018-04-11,28.15333333333333,102.60000000000001
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4741.0,4741.0,4741.0,2018-12-10,26.195555555555554,954.9999999999999
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4819.0,4939.0,4879.0,2018-01-30,26.00333333333333,368.2
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4822.0,5125.0,5022.0,2018-02-08,26.14777777777778,282.3
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4852.0,5852.0,5425.0,2018-02-06,26.127777777777776,278.7
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4855.0,5025.0,4952.0,2018-01-24,25.92666666666667,428.09999999999997
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4919.0,5061.0,4989.0,2018-02-07,26.13666666666667,282.1
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,4989.0,5506.0,5506.0,2018-02-05,26.1,281.3
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5071.0,5071.0,5071.0,2018-11-30,26.773333333333333,943.0
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5100.0,5100.0,5100.0,2018-11-26,26.99666666666667,915.6
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5109.0,5109.0,5109.0,2018-12-05,26.461111111111112,958.9
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5109.0,5421.0,5265.0,2018-12-07,26.35111111111111,965.0999999999999
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5112.0,5112.0,5112.0,2018-12-12,26.07777777777778,953.5999999999999
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5191.0,5281.0,5236.0,2018-02-02,26.044444444444444,333.2
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5210.0,5210.0,5210.0,2018-12-13,26.026666666666664,951.5999999999999
Thiruvannamalai,Kilpennathur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,5233.0,5952.0,5452.0,2018-02-01,26.02444444444444,359.7
